cust,hist_size,n_relevant,rf_recs,pop_recs,rf_hits,pop_hits
14493,3,43,"['22086', '22727', '22865', '22726', '21791']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14499,2,97,"['20728', '22993', '23332', '22557', '22554']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14502,10,80,"['22469', '82494L', '22666', '22156', '22077']","['85123A', '22423', '85099B', '47566', '84879']",3,1
14503,2,61,"['22726', '22086', '22910', '22727', '22139']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14505,7,113,"['22867', '23439', '82552', '22555', '23332']","['85123A', '22423', '85099B', '47566', '84879']",5,2
14506,4,65,"['22737', '22739', '22273', '22738', '22749']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14507,5,1,"['23356', '85123A', '22300', '22301', '22302']","['85123A', '22423', '85099B', '47566', '84879']",1,0
14508,1,30,"['23354', '23353', '23350', '23349', '23084']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14511,4,19,"['23029', '23396', '23395', '22916', '22918']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14515,3,32,"['23203', '84879', '22178', '85099B', '21136']","['85123A', '22423', '85099B', '47566', '84879']",5,2
14520,1,3,"['85099B', '22197', '20685', '22423', '23284']","['85123A', '22423', '85099B', '47566', '84879']",3,1
14522,3,1,"['35970', '23283', '48138', '22457', '84947']","['85123A', '22423', '85099B', '47566', '84879']",1,0
14525,8,63,"['85123A', '84949', '22158', '22792', '84946']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14527,49,101,"['22112', '22795', '82484', '48194', '71053']","['85123A', '22423', '85099B', '47566', '84879']",4,1
14530,5,27,"['82483', '22189', '82486', '22170', '82482']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14533,6,5,"['22326', '23209', '23328', '22138', '21891']","['85123A', '22423', '85099B', '47566', '84879']",1,0
14534,15,52,"['23200', '22992', '23202', '23203', '22991']","['85123A', '22423', '85099B', '47566', '84879']",5,2
14539,1,25,"['35970', '21791', '21914', '22142', '22489']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14540,2,15,"['84347', '23320', '23328', '21485', '22690']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14543,15,1,"['22722', '22666', '22960', '21843', '22624']","['85123A', '22423', '85099B', '47566', '84879']",1,0
14544,1,57,"['21584', '22639', '22586', '22587', '20750']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14546,4,70,"['22555', '22866', '22553', '22766', '23355']","['85123A', '22423', '85099B', '47566', '84879']",4,1
14547,2,154,"['22694', '23439', '21929', '21908', '22865']","['85123A', '22423', '85099B', '47566', '84879']",5,3
14550,1,19,"['23189', '23083', '23109', '21121', '23320']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14551,1,3,"['22791', '84946', '23012', '23298', '23118']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14553,4,33,"['23328', '23320', '22197', '23100', '23247']","['85123A', '22423', '85099B', '47566', '84879']",4,0
14554,1,118,"['21327', '21329', '22141', '22910', '22632']","['85123A', '22423', '85099B', '47566', '84879']",5,2
14560,20,5,"['22776', '23307', '84991', '22720', '21977']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14562,14,55,"['22667', '22141', '23301', '84030E', '22918']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14572,6,4,"['22423', '23245', '21559', '22654', '23238']","['85123A', '22423', '85099B', '47566', '84879']",1,1
14577,3,33,"['21907', '22112', '22111', '22866', '21175']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14583,4,83,"['20727', '22197', '21559', '22600', '22601']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14587,8,20,"['20728', '84997D', '21559', '21733', '22384']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14591,1,114,"['22629', '85099C', '22630', '23202', '21931']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14593,2,82,"['23202', '23199', '23208', '23203', '23300']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14594,1,20,"['22470', '22173', '21523', '22457', '85123A']","['85123A', '22423', '85099B', '47566', '84879']",4,1
14595,4,8,"['22197', '23332', '84378', '23082', '22966']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14597,1,42,"['23301', '23300', '22907', '21930', '22174']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14606,85,208,"['22348', '20718', '22697', '20972', '22563']","['85123A', '22423', '85099B', '47566', '84879']",4,1
14607,11,17,"['22356', '23204', '85099B', '21931', '20724']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14608,3,6,"['23355', '22111', '22114', '84029E', '22112']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14618,1,8,"['22791', '22800', '22792', '22801', '22464']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14621,4,16,"['22865', '23344', '22867', '22114', '23351']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14626,3,27,"['23343', '22698', '22697', '22699', '23084']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14629,1,66,"['22867', '23355', '22866', '22577', '23439']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14640,5,18,"['22138', '22423', '23322', '22698', '22617']","['85123A', '22423', '85099B', '47566', '84879']",2,0
14646,65,140,"['20712', '22326', '21559', '22553', '23245']","['85123A', '22423', '85099B', '47566', '84879']",3,2
14649,3,74,"['82482', '22766', '23493', '23344', '22158']","['85123A', '22423', '85099B', '47566', '84879']",5,2
14653,4,68,"['23439', '22865', '23012', '23332', '23013']","['85123A', '22423', '85099B', '47566', '84879']",4,1
14655,2,20,"['23355', '21485', '22633', '21928', '22632']","['85123A', '22423', '85099B', '47566', '84879']",5,2
14657,3,31,"['84380', '22964', '84378', '22666', '21124']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14658,1,15,"['82486', '22175', '22941', '48187', '23298']","['85123A', '22423', '85099B', '47566', '84879']",4,0
14659,8,22,"['23209', '22112', '22384', '22114', '23203']","['85123A', '22423', '85099B', '47566', '84879']",4,1
14662,3,69,"['22910', '22556', '23349', '23351', '23355']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14664,1,32,"['23264', '22694', '23265', '23321', '23322']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14667,22,71,"['84879', '85099B', '21172', '23300', '23301']","['85123A', '22423', '85099B', '47566', '84879']",5,2
14673,2,23,"['22865', '22114', '23084', '22178', '23355']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14680,15,7,"['22386', '85099C', '85099B', '20712', '22384']","['85123A', '22423', '85099B', '47566', '84879']",2,0
14684,4,82,"['23439', '22867', '22754', '22562', '22271']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14688,19,46,"['22379', '79321', '21770', '22381', '21900']","['85123A', '22423', '85099B', '47566', '84879']",4,0
14696,6,20,"['82484', '22909', '85099C', '84375', '23319']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14698,2,99,"['23321', '82494L', '22138', '82482', '23292']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14701,7,90,"['23266', '22733', '23320', '23354', '22734']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14702,14,43,"['23313', '22086', '22722', '23296', '22144']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14704,6,91,"['82494L', '82482', '22733', '22732', '23321']","['85123A', '22423', '85099B', '47566', '84879']",3,1
14708,2,14,"['22622', '21137', '23084', '23188', '84879']","['85123A', '22423', '85099B', '47566', '84879']",4,1
14709,12,10,"['23203', '23199', '22386', '85099B', '23202']","['85123A', '22423', '85099B', '47566', '84879']",4,1
14710,2,69,"['23240', '23084', '23322', '23344', '21591']","['85123A', '22423', '85099B', '47566', '84879']",4,0
14711,9,67,"['23300', '84792', '82583', '23184', '22507']","['85123A', '22423', '85099B', '47566', '84879']",1,2
14713,10,16,"['82484', '22113', '22633', '23300', '22111']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14715,3,22,"['82552', '82551', '71053', '23298', '47566']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14719,3,82,"['22557', '22551', '22556', '22086', '22865']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14720,2,15,"['22617', '20750', '22467', '23254', '22138']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14723,5,51,"['85123A', '22411', '84879', '22866', '22197']","['85123A', '22423', '85099B', '47566', '84879']",3,2
14730,7,59,"['22326', '21929', '22630', '23290', '23345']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14732,7,18,"['22171', '23084', '22169', '22077', '21314']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14733,11,12,"['22720', '82484', '47566', '22469', '85123A']","['85123A', '22423', '85099B', '47566', '84879']",3,1
14735,26,34,"['22727', '20914', '22726', '22730', '22728']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14737,2,2,"['22086', '22910', '21621', '22083', '22090']","['85123A', '22423', '85099B', '47566', '84879']",0,0
14739,5,13,"['22910', '22086', '21791', '21790', '48138']","['85123A', '22423', '85099B', '47566', '84879']",4,0
14741,5,10,"['22457', '23298', '84832', '22792', '84946']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14744,6,4,"['22384', '21122', '20725', '20685', '22558']","['85123A', '22423', '85099B', '47566', '84879']",1,0
14755,9,50,"['22507', '23298', '23355', '22139', '22112']","['85123A', '22423', '85099B', '47566', '84879']",5,3
14759,2,50,"['22111', '21533', '23355', '82484', '22507']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14766,5,21,"['22086', '23082', '22083', '23083', '22960']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14768,1,1,"['22138', '21452', '21481', '22619', '22578']","['85123A', '22423', '85099B', '47566', '84879']",1,0
14769,7,24,"['22960', '23295', '22722', '21121', '22138']","['85123A', '22423', '85099B', '47566', '84879']",4,1
14784,1,11,"['22578', '84879', '22577', '35970', '23330']","['85123A', '22423', '85099B', '47566', '84879']",4,0
14790,2,17,"['22383', '20727', '20719', '20726', '20725']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14794,5,30,"['23344', '21535', '23202', '22725', '22727']","['85123A', '22423', '85099B', '47566', '84879']",4,0
14796,15,121,"['22900', '37448', '47559B', '84992', '84596F']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14805,2,11,"['48138', '48187', '21523', '23284', '21524']","['85123A', '22423', '85099B', '47566', '84879']",4,0
14820,3,6,"['22086', '21137', '79321', '84836', '22457']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14824,3,7,"['23203', '22694', '85099C', '22470', '22386']","['85123A', '22423', '85099B', '47566', '84879']",4,1
14825,9,23,"['21733', '23202', '23203', '23199', '84879']","['85123A', '22423', '85099B', '47566', '84879']",4,2
14834,4,11,"['22910', '22086', '22197', '23082', '23083']","['85123A', '22423', '85099B', '47566', '84879']",2,0
14836,1,2,"['22992', '22561', '21888', '22423', '22138']","['85123A', '22423', '85099B', '47566', '84879']",1,0
14849,23,31,"['21977', '22961', '84879', '21975', '21122']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14851,1,14,"['22865', '22086', '22209', '23503', '22991']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14853,1,6,"['22423', '22941', '23089', '23175', '22739']","['85123A', '22423', '85099B', '47566', '84879']",3,1
14859,2,15,"['21929', '22867', '22411', '23203', '22866']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14862,1,27,"['85048', '22142', '23354', '23311', '23320']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14865,1,1,"['15036', '40016', '23407', '72232', '22578']","['85123A', '22423', '85099B', '47566', '84879']",0,0
14866,10,5,"['23168', '22193', '22722', '22993', '23318']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14868,6,23,"['23084', '22865', '22835', '22557', '22867']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14869,1,21,"['82483', '84946', '82484', '23208', '23396']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14871,3,34,"['22112', '22554', '82483', '22111', '22556']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14878,8,9,"['22139', '22900', '22891', '23301', '23284']","['85123A', '22423', '85099B', '47566', '84879']",4,0
14882,1,5,"['85048', '22158', '22423', '23173', '22469']","['85123A', '22423', '85099B', '47566', '84879']",2,0
14883,5,6,"['20724', '84879', '22355', '23203', '20719']","['85123A', '22423', '85099B', '47566', '84879']",3,1
14895,17,46,"['22748', '21166', '23198', '22698', '84375']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14897,3,18,"['22193', '22192', '22191', '23342', '22771']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14898,5,34,"['84879', '22727', '22795', '22138', '21034']","['85123A', '22423', '85099B', '47566', '84879']",5,1
14901,8,14,"['22086', '22909', '22960', '23356', '23301']","['85123A', '22423', '85099B', '47566', '84879']",3,0
14903,4,60,"['21908', '85150', '22488', '21907', '22867']","['85123A', '22423', '85099B', '47566', '84879']",4,0
14907,5,29,"['22865', '22114', '22111', '84879', '22835']","['85123A', '22423', '85099B', '47566', '84879']",5,2
14910,2,9,"['23335', '23301', '22776', '22457', '22588']","['85123A', '22423', '85099B', '47566', '84879']",2,0
14911,166,623,"['23201', '22139', '22993', '22622', '22625']","['85123A', '22423', '85099B', '47566', '84879']",5,4
14912,1,13,"['51014C', '51014L', '51014A', '22690', '21169']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14931,3,13,"['22086', '23264', '23313', '23355', '23266']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14948,5,12,"['22666', '23295', '23293', '23296', '23294']","['85123A', '22423', '85099B', '47566', '84879']",1,0
14960,1,21,"['22578', '21533', '23103', '22791', '21535']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14961,8,38,"['22699', '20914', '22910', '22086', '23344']","['85123A', '22423', '85099B', '47566', '84879']",4,0
14963,3,55,"['23321', '23084', '23206', '23240', '22384']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14984,1,23,"['22197', '48194', '48184', '82494L', '23132']","['85123A', '22423', '85099B', '47566', '84879']",5,0
14987,1,2,"['21733', '85123A', '22578', '72741', '22197']","['85123A', '22423', '85099B', '47566', '84879']",2,1
15005,26,66,"['23301', '22197', '23204', '20723', '23300']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15021,6,79,"['21733', '23321', '82494L', '22766', '82483']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15022,1,69,"['22111', '22114', '22112', '22113', '23322']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15023,10,70,"['20685', '48138', '23284', '48194', '22692']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15024,8,28,"['22083', '22910', '22086', '22555', '84879']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15028,3,5,"['22633', '22900', '21866', '21891', '22091']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15031,3,32,"['22698', '22697', '22551', '22554', '23240']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15033,8,90,"['22620', '21891', '23197', '22367', '23300']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15034,6,103,"['22727', '22726', '21733', '22730', '23344']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15039,44,55,"['21428', '71053', '22384', '20727', '47599B']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15044,16,60,"['82484', '22633', '82494L', '22866', '82482']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15046,14,13,"['84879', '23131', '23103', '22158', '23322']","['85123A', '22423', '85099B', '47566', '84879']",1,0
15050,2,20,"['84879', '23328', '85123A', '22111', '22113']","['85123A', '22423', '85099B', '47566', '84879']",2,1
15051,2,34,"['23355', '22113', '23321', '22632', '23322']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15053,2,28,"['20981', '20982', '22992', '22610', '23354']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15054,1,47,"['22810', '22809', '84347', '23319', '22633']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15058,9,66,"['22141', '22144', '15056N', '22142', '15056BL']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15061,45,23,"['22630', '22328', '22629', '48187', '20719']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15073,2,10,"['79321', '85014B', '23298', '23313', '23108']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15078,28,40,"['23201', '21931', '23203', '20711', '22379']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15081,4,6,"['85123A', '84970S', '23321', '85048', '84970L']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15088,1,17,"['22113', '22114', '22557', '21754', '48187']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15089,4,15,"['22916', '22918', '22917', '22919', '22835']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15093,5,12,"['22682', '20685', '21754', '22681', '84879']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15101,1,4,"['84949', '15056N', '21326', '22792', '21463']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15105,4,18,"['22568', '22750', '22749', '22940', '23108']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15106,4,9,"['22577', '22909', '23311', '22138', '22578']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15110,3,8,"['22726', '22727', '22193', '22192', '22114']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15113,1,25,"['22551', '22555', '21733', '22961', '21790']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15116,3,9,"['21535', '21531', '84997B', '23162', '22138']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15117,3,11,"['20725', '85099B', '23209', '22113', '22750']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15123,1,53,"['22326', '84879', '22727', '22423', '21754']","['85123A', '22423', '85099B', '47566', '84879']",5,2
15124,1,6,"['22577', '22578', '22595', '22961', '23397']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15125,14,2,"['23203', '23108', '20718', '22846', '85099B']","['85123A', '22423', '85099B', '47566', '84879']",1,0
15132,4,1,"['22910', '22865', '22138', '22866', '21485']","['85123A', '22423', '85099B', '47566', '84879']",1,0
15134,7,5,"['85123A', '71477', '22139', '71459', '22493']","['85123A', '22423', '85099B', '47566', '84879']",2,1
15136,1,37,"['23344', '22557', '20725', '23300', '85099B']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15144,15,35,"['22726', '23199', '22112', '23202', '22727']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15145,3,8,"['22193', '22910', '22759', '21844', '22568']","['85123A', '22423', '85099B', '47566', '84879']",0,0
15150,9,20,"['22910', '22086', '23319', '82484', '23108']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15152,10,67,"['84946', '22966', '22573', '23202', '22574']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15156,1,32,"['22916', '22918', '22917', '22919', '21791']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15157,2,36,"['22799', '22119', '22500', '22215', '22807']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15159,26,100,"['22697', '23208', '23209', '23207', '22699']","['85123A', '22423', '85099B', '47566', '84879']",4,3
15163,1,19,"['22734', '23313', '23320', '47566', '22469']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15172,4,26,"['23209', '22728', '20727', '23203', '22727']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15179,4,34,"['23351', '23349', '23350', '47590B', '23203']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15186,1,9,"['22079', '22082', '22297', '84029E', '21485']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15187,10,28,"['23109', '22622', '22630', '23312', '21929']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15189,35,16,"['22699', '22697', '22698', '22139', '84978']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15194,14,26,"['22156', '84978', '22386', '22749', '84879']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15197,2,17,"['22178', '84347', '21498', '84945', '84879']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15203,5,24,"['23204', '22356', '23208', '20719', '20725']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15206,3,3,"['22697', '22698', '22699', '23503', '35970']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15208,4,9,"['23080', '21535', '21533', '22619', '21217']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15214,5,28,"['23311', '22596', '84879', '23247', '22866']","['85123A', '22423', '85099B', '47566', '84879']",1,0
15218,10,17,"['21930', '85123A', '85099C', '85099B', '23203']","['85123A', '22423', '85099B', '47566', '84879']",2,1
15237,3,7,"['84879', '23206', '22964', '23240', '23293']","['85123A', '22423', '85099B', '47566', '84879']",1,0
15239,1,19,"['82494L', '82482', '22960', '22144', '22138']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15251,10,3,"['22457', '22952', '23209', '23191', '23245']","['85123A', '22423', '85099B', '47566', '84879']",0,0
15253,3,15,"['22077', '22578', '22577', '23298', '85123A']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15267,4,2,"['22144', '84347', '23194', '22311', '22138']","['85123A', '22423', '85099B', '47566', '84879']",0,0
15270,5,3,"['75049L', '22156', '85123A', '22457', '20725']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15271,13,24,"['22554', '22865', '22909', '85123A', '23300']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15287,1,5,"['85014A', '85014B', '21479', '20727', '23002']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15290,15,28,"['22699', '22568', '22077', '22302', '22423']","['85123A', '22423', '85099B', '47566', '84879']",0,0
15291,14,7,"['21754', '82486', '84406B', '48188', '22579']","['85123A', '22423', '85099B', '47566', '84879']",1,0
15297,2,16,"['23012', '23013', '23014', '22362', '22361']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15298,9,40,"['79321', '23344', '23202', '20914', '22661']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15311,81,178,"['22678', '84997A', '21989', '22683', '21439']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15344,2,3,"['82486', '85066', '23426', '48194', '21754']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15351,6,63,"['23084', '22662', '23126', '20970', '23080']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15358,20,56,"['23295', '22077', '22082', '85049E', '23294']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15365,4,20,"['23351', '23350', '22144', '23319', '85049A']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15373,9,21,"['22698', '22835', '22191', '22113', '22699']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15380,4,6,"['22193', '22727', '22726', '22728', '23316']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15382,5,56,"['20914', '22630', '23209', '79321', '23205']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15392,3,15,"['84347', '22909', '85199S', '22587', '22303']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15393,1,4,"['72351B', '72351A', '72349B', '84879', '21314']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15394,3,14,"['23199', '21929', '23202', '85099C', '23203']","['85123A', '22423', '85099B', '47566', '84879']",5,2
15398,1,38,"['23240', '23355', '22720', '20728', '22666']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15399,1,34,"['22910', '23206', '22086', '20726', '23301']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15411,3,42,"['21754', '22457', '85099C', '22508', '22910']","['85123A', '22423', '85099B', '47566', '84879']",2,1
15414,2,18,"['22274', '23084', '23080', '20971', '22271']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15426,4,85,"['23393', '21158', '23396', '23321', '23395']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15429,1,35,"['20972', '20971', '22086', '22577', '22621']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15434,4,8,"['23355', '22835', '22112', '22111', '22113']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15436,2,70,"['22722', '22865', '22727', '22866', '22554']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15443,4,128,"['23301', '23355', '22730', '23351', '22835']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15444,1,145,"['22722', '82494L', '21993', '22274', '82482']","['85123A', '22423', '85099B', '47566', '84879']",5,3
15449,2,20,"['22139', '21889', '22867', '22138', '84375']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15453,6,30,"['23301', '82494L', '82482', '22766', '84836']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15465,17,9,"['21523', '21430', '48185', '21524', '22423']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15467,2,13,"['23212', '22594', '22593', '22178', '23213']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15473,5,2,"['22910', '22086', '22158', '23131', '21108']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15482,8,26,"['22173', '22423', '22114', '82482', '82494L']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15484,2,55,"['22970', '22971', '79321', '22411', '23238']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15489,2,9,"['23251', '23252', '23250', '21889', '22561']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15492,1,7,"['22992', '22560', '23188', '22561', '22734']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15494,1,34,"['22734', '22910', '23108', '23313', '21889']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15497,1,5,"['82483', '82486', '22423', '82482', '82494L']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15498,25,55,"['23284', '48194', '22457', '21524', '20963']","['85123A', '22423', '85099B', '47566', '84879']",4,2
15500,1,49,"['23351', '23349', '23367', '22800', '23350']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15502,10,23,"['22698', '23301', '23300', '22197', '22699']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15506,2,72,"['22384', '20727', '20728', '22382', '23206']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15511,4,23,"['22423', '82484', '48184', '22470', '23245']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15514,8,32,"['22970', '22726', '22727', '22971', '22976']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15525,1,97,"['22972', '21993', '21974', '84378', '23198']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15527,7,37,"['23245', '20712', '22699', '22697', '23203']","['85123A', '22423', '85099B', '47566', '84879']",1,0
15529,10,71,"['23202', '22983', '20726', '22970', '47591D']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15530,3,14,"['22900', '22865', '22745', '22910', '22895']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15531,1,38,"['22728', '84596F', '22083', '20914', '21326']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15532,3,50,"['22111', '22114', '23355', '22734', '23243']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15533,2,39,"['23300', '22114', '22989', '21929', '22993']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15544,7,54,"['20675', '21243', '84997A', '84997C', '84997B']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15547,13,90,"['22970', '23323', '84347', '23103', '21592']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15550,3,12,"['23245', '22178', '20828', '22662', '22383']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15555,15,99,"['22558', '22996', '22556', '22382', '22999']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15561,3,11,"['23282', '22620', '22992', '23280', '22607']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15563,2,50,"['22748', '22745', '22898', '21495', '22746']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15568,2,17,"['23355', '84029G', '22659', '22633', '22900']","['85123A', '22423', '85099B', '47566', '84879']",5,0
